2023-06-16 21:59:24.958 [gateway-service,,] [background-preinit] DEBUG org.jboss.logging - Logging Provider: org.jboss.logging.Log4j2LoggerProvider
2023-06-16 21:59:25.695 [gateway-service,,] [main] DEBUG o.springframework.cloud.context.scope.GenericScope - Generating bean factory id from names: [adaptCachedBodyGlobalFilter, addRequestHeaderGatewayFilterFactory, addRequestParameterGatewayFilterFactory, addResponseHeaderGatewayFilterFactory, afterRoutePredicateFactory, apacheHttpClientBuilder, apacheHttpClientFactory, applicationAvailability, applicationTaskExecutor, asyncLoadBalancerInterceptor, asyncRestTemplateCustomizer, baggagePropagationFactoryBuilder, beforeRoutePredicateFactory, betweenRoutePredicateFactory, blockingLoadBalancerClient, braveCurrentTraceContext, braveHttpClientHandler, braveHttpServerHandler, bravePropagator, braveReactorContextBeanDefinitionRegistryPostProcessor, braveSpanCustomizer, braveSpanFromContextRetriever, braveTracer, cacheRequestBodyGatewayFilterFactory, cachedCompositeRouteLocator, caffeineWarnLogger, clientConnectorCustomizer, cloudFoundryRouteServiceRoutePredicateFactory, compositeCompatibilityVerifier, compositeDiscoveryClient, compositePropagationFactorySupplier, configDataContextRefresher, configurationPropertiesBeans, configurationPropertiesRebinder, connManFactory, cookieRoutePredicateFactory, correlationScopeDecorator, correlationScopeDecoratorBuilder, dedupeResponseHeaderGatewayFilterFactory, default.org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration.LoadBalancerClientSpecification, default.org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration.LoadBalancerClientSpecification, default.org.springframework.cloud.netflix.eureka.loadbalancer.LoadBalancerEurekaAutoConfiguration.LoadBalancerClientSpecification, defaultCodecCustomizer, defaultEurekaClientHttpRequestFactorySupplier, defaultLoadBalancerCacheManager, defaultPartHttpMessageReaderCustomizer, defaultSkipPatternBean, defaultSpanNamer, defaultValidator, defaultsBindHandlerAdvisor, discoveryClient, discoveryClientRouteDefinitionLocator, discoveryLocatorProperties, environmentManager, errorAttributes, errorWebExceptionHandler, eurekaApplicationInfoManager, eurekaAutoServiceRegistration, eurekaClient, eurekaClientConfigBean, eurekaFeature, eurekaInstanceConfigBean, eurekaLoadBalancerProperties, eurekaReactiveDiscoveryClient, eurekaRegistration, eurekaServiceRegistry, exchangeStrategiesCustomizer, executorBeanPostProcessor, feign.client-org.springframework.cloud.openfeign.FeignClientProperties, feign.encoder-org.springframework.cloud.openfeign.support.FeignEncoderProperties, feign.httpclient-org.springframework.cloud.openfeign.support.FeignHttpClientProperties, feignBuilder, feignClient, feignContext, feignContextBeanPostProcessor, feignFeature, feignTargeter, filteringWebHandler, forwardPathFilter, forwardRoutingFilter, forwardedHeadersFilter, gRPCRequestHeadersFilter, gRPCResponseHeadersFilter, gatewayConfigurationService, gatewayHttpClientFactory, gatewayLoadBalancerClientFilter, gatewayProperties, gatewayServiceApplication, globalCorsProperties, gson, gsonBuilder, gzipMessageBodyResolver, handlerFunctionAdapter, headerRoutePredicateFactory, hooksRefresher, hostRoutePredicateFactory, httpClientBeanPostProcessor, httpClientProperties, httpHandler, httpTracing, inMemoryRouteDefinitionRepository, inetUtils, inetUtilsProperties, jacksonCodecCustomizer, jacksonObjectMapper, jacksonObjectMapperBuilder, jsonComponentModule, jsonMixinModule, lifecycleProcessor, loadBalancedAsyncRestTemplateInitializer, loadBalancedRestTemplateInitializerDeprecated, loadBalancerClientFactory, loadBalancerClientsDefaultsMappingsProvider, loadBalancerExchangeFilterFunction, loadBalancerInterceptor, loadBalancerRequestFactory, loadBalancerServiceInstanceCookieFilter, loadBalancerServiceInstanceCookieTransformer, loadBalancerWebClientBuilderBeanPostProcessor, localeContextResolver, loggingRebinder, mapRequestHeaderGatewayFilterFactory, mbeanExporter, mbeanServer, messagingTracing, methodRoutePredicateFactory, methodValidationPostProcessor, modifyRequestBodyGatewayFilterFactory, modifyResponseBodyGatewayFilterFactory, nettyReactiveWebServerFactory, nettyWebServerFactoryCustomizer, nettyWriteResponseFilter, newSpanParser, noOpTagValueResolver, objectNamingStrategy, org.springframework.aop.config.internalAutoProxyCreator, org.springframework.boot.autoconfigure.AutoConfigurationPackages, org.springframework.boot.autoconfigure.admin.SpringApplicationAdminJmxAutoConfiguration, org.springframework.boot.autoconfigure.aop.AopAutoConfiguration, org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration, org.springframework.boot.autoconfigure.aop.AopAutoConfiguration$AspectJAutoProxyingConfiguration$CglibAutoProxyConfiguration, org.springframework.boot.autoconfigure.availability.ApplicationAvailabilityAutoConfiguration, org.springframework.boot.autoconfigure.context.ConfigurationPropertiesAutoConfiguration, org.springframework.boot.autoconfigure.context.LifecycleAutoConfiguration, org.springframework.boot.autoconfigure.context.PropertyPlaceholderAutoConfiguration, org.springframework.boot.autoconfigure.gson.GsonAutoConfiguration, org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration, org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$DefaultCodecsConfiguration, org.springframework.boot.autoconfigure.http.codec.CodecsAutoConfiguration$JacksonCodecConfiguration, org.springframework.boot.autoconfigure.info.ProjectInfoAutoConfiguration, org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory, org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration, org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$Jackson2ObjectMapperBuilderCustomizerConfiguration, org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperBuilderConfiguration, org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$JacksonObjectMapperConfiguration, org.springframework.boot.autoconfigure.jackson.JacksonAutoConfiguration$ParameterNamesModuleConfiguration, org.springframework.boot.autoconfigure.jmx.JmxAutoConfiguration, org.springframework.boot.autoconfigure.netty.NettyAutoConfiguration, org.springframework.boot.autoconfigure.reactor.netty.ReactorNettyConfigurations$ReactorResourceFactoryConfiguration, org.springframework.boot.autoconfigure.sql.init.SqlInitializationAutoConfiguration, org.springframework.boot.autoconfigure.task.TaskExecutionAutoConfiguration, org.springframework.boot.autoconfigure.task.TaskSchedulingAutoConfiguration, org.springframework.boot.autoconfigure.validation.ValidationAutoConfiguration, org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration, org.springframework.boot.autoconfigure.web.embedded.EmbeddedWebServerFactoryCustomizerAutoConfiguration$NettyWebServerFactoryCustomizerConfiguration, org.springframework.boot.autoconfigure.web.reactive.HttpHandlerAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.HttpHandlerAutoConfiguration$AnnotationConfig, org.springframework.boot.autoconfigure.web.reactive.ReactiveMultipartAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.ReactiveWebServerFactoryConfiguration$EmbeddedNetty, org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$EnableWebFluxConfiguration, org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$WebFluxConfig, org.springframework.boot.autoconfigure.web.reactive.WebFluxAutoConfiguration$WelcomePageConfiguration, org.springframework.boot.autoconfigure.web.reactive.WebSessionIdResolverAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.error.ErrorWebFluxAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.function.client.ClientHttpConnectorAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.function.client.ClientHttpConnectorConfiguration$ReactorNetty, org.springframework.boot.autoconfigure.web.reactive.function.client.WebClientAutoConfiguration, org.springframework.boot.autoconfigure.web.reactive.function.client.WebClientAutoConfiguration$WebClientCodecsConfiguration, org.springframework.boot.context.internalConfigurationPropertiesBinder, org.springframework.boot.context.internalConfigurationPropertiesBinderFactory, org.springframework.boot.context.properties.BoundConfigurationProperties, org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor, org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar.methodValidationExcludeFilter, org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor, org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration, org.springframework.cloud.autoconfigure.LifecycleMvcEndpointAutoConfiguration, org.springframework.cloud.autoconfigure.RefreshAutoConfiguration, org.springframework.cloud.autoconfigure.RefreshAutoConfiguration$RefreshScopeBeanDefinitionEnhancer, org.springframework.cloud.client.CommonsClientAutoConfiguration, org.springframework.cloud.client.ReactiveCommonsClientAutoConfiguration, org.springframework.cloud.client.discovery.composite.CompositeDiscoveryClientAutoConfiguration, org.springframework.cloud.client.discovery.composite.reactive.ReactiveCompositeDiscoveryClientAutoConfiguration, org.springframework.cloud.client.discovery.simple.SimpleDiscoveryClientAutoConfiguration, org.springframework.cloud.client.discovery.simple.reactive.SimpleReactiveDiscoveryClientAutoConfiguration, org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration, org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration$AsyncRestTemplateCustomizerConfig, org.springframework.cloud.client.loadbalancer.AsyncLoadBalancerAutoConfiguration$LoadBalancerInterceptorConfig, org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration, org.springframework.cloud.client.loadbalancer.LoadBalancerAutoConfiguration$LoadBalancerInterceptorConfig, org.springframework.cloud.client.loadbalancer.LoadBalancerDefaultMappingsProviderAutoConfiguration, org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration, org.springframework.cloud.client.loadbalancer.reactive.LoadBalancerBeanPostProcessorAutoConfiguration$ReactorDeferringLoadBalancerFilterConfig, org.springframework.cloud.client.loadbalancer.reactive.ReactorLoadBalancerClientAutoConfiguration, org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationAutoConfiguration, org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationConfiguration, org.springframework.cloud.client.serviceregistry.ServiceRegistryAutoConfiguration, org.springframework.cloud.commons.config.CommonsConfigAutoConfiguration, org.springframework.cloud.commons.httpclient.HttpClientConfiguration, org.springframework.cloud.commons.httpclient.HttpClientConfiguration$ApacheHttpClientConfiguration, org.springframework.cloud.commons.util.UtilAutoConfiguration, org.springframework.cloud.configuration.CompatibilityVerifierAutoConfiguration, org.springframework.cloud.gateway.config.GatewayAutoConfiguration, org.springframework.cloud.gateway.config.GatewayAutoConfiguration$NettyConfiguration, org.springframework.cloud.gateway.config.GatewayClassPathWarningAutoConfiguration, org.springframework.cloud.gateway.config.GatewayReactiveLoadBalancerClientAutoConfiguration, org.springframework.cloud.gateway.discovery.GatewayDiscoveryClientAutoConfiguration, org.springframework.cloud.gateway.discovery.GatewayDiscoveryClientAutoConfiguration$ReactiveDiscoveryClientRouteDefinitionLocatorConfiguration, org.springframework.cloud.loadbalancer.config.BlockingLoadBalancerClientAutoConfiguration, org.springframework.cloud.loadbalancer.config.LoadBalancerAutoConfiguration, org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration, org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$DefaultLoadBalancerCacheManagerConfiguration, org.springframework.cloud.loadbalancer.config.LoadBalancerCacheAutoConfiguration$LoadBalancerCacheManagerWarnConfiguration, org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration, org.springframework.cloud.netflix.eureka.EurekaClientAutoConfiguration$RefreshableEurekaClientConfiguration, org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration, org.springframework.cloud.netflix.eureka.EurekaDiscoveryClientConfiguration$EurekaClientConfigurationRefresher, org.springframework.cloud.netflix.eureka.config.DiscoveryClientOptionalArgsConfiguration, org.springframework.cloud.netflix.eureka.loadbalancer.LoadBalancerEurekaAutoConfiguration, org.springframework.cloud.netflix.eureka.reactive.EurekaReactiveDiscoveryClientConfiguration, org.springframework.cloud.openfeign.FeignAutoConfiguration, org.springframework.cloud.openfeign.FeignAutoConfiguration$DefaultFeignTargeterConfiguration, org.springframework.cloud.openfeign.loadbalancer.DefaultFeignLoadBalancerConfiguration, org.springframework.cloud.openfeign.loadbalancer.FeignLoadBalancerAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.SleuthAnnotationConfiguration, org.springframework.cloud.sleuth.autoconfig.TraceConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.BraveAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.BraveBaggageConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.BraveBridgeConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.BraveSamplerConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.instrument.messaging.BraveMessagingAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.instrument.rpc.BraveRpcAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.instrument.web.BraveHttpBridgeConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.instrument.web.BraveHttpConfiguration, org.springframework.cloud.sleuth.autoconfig.brave.instrument.web.BraveHttpConfiguration$BraveWebFilterConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.async.TraceAsyncAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.async.TraceAsyncDefaultAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.async.TraceAsyncDefaultAutoConfiguration$DefaultAsyncConfigurerSupport, org.springframework.cloud.sleuth.autoconfig.instrument.circuitbreaker.TraceCircuitBreakerAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.reactor.TraceReactorAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.reactor.TraceReactorAutoConfiguration$TraceReactorConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.reactor.TraceReactorAutoConfiguration$TraceReactorConfiguration$HooksRefresherConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.scheduling.TraceSchedulingAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.tx.TraceTxAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.SkipPatternConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.SkipPatternConfiguration$DefaultSkipPatternConfig, org.springframework.cloud.sleuth.autoconfig.instrument.web.TraceWebAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.TraceWebFluxConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.TraceWebAsyncClientAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.TraceWebClientAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.TraceWebClientAutoConfiguration$NettyConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.TraceWebClientAutoConfiguration$RestTemplateConfig, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.TraceWebClientAutoConfiguration$WebClientConfig, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.feign.TraceFeignClientAutoConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.feign.TraceFeignClientAutoConfiguration$CircuitBreakerMissingConfiguration, org.springframework.cloud.sleuth.autoconfig.instrument.web.client.feign.TraceFeignClientAutoConfiguration$FeignBeanPostProcessorConfiguration, org.springframework.context.annotation.internalAutowiredAnnotationProcessor, org.springframework.context.annotation.internalCommonAnnotationProcessor, org.springframework.context.annotation.internalConfigurationAnnotationProcessor, org.springframework.context.event.internalEventListenerFactory, org.springframework.context.event.internalEventListenerProcessor, parameterNamesModule, pathRoutePredicateFactory, prefixPathGatewayFilterFactory, preserveHostHeaderGatewayFilterFactory, propertiesRouteDefinitionLocator, propertySourcesPlaceholderConfigurer, queryRoutePredicateFactory, reactiveCompositeDiscoveryClient, reactiveWebServerFactoryCustomizer, reactorClientHttpConnector, reactorDeferringLoadBalancerExchangeFilterFunction, reactorNettyRequestUpgradeStrategy, reactorNettyWebSocketClient, reactorResourceFactory, reactorSleuthMethodInvocationProcessor, readBodyPredicateFactory, redirectToGatewayFilterFactory, refreshEventListener, refreshScope, remoteAddrRoutePredicateFactory, removeCachedBodyFilter, removeHopByHopHeadersFilter, removeRequestHeaderGatewayFilterFactory, removeRequestParameterGatewayFilterFactory, removeResponseHeaderGatewayFilterFactory, requestHeaderSizeGatewayFilterFactory, requestHeaderToRequestUriGatewayFilterFactory, requestMappingHandlerAdapter, requestMappingHandlerMapping, requestSizeGatewayFilterFactory, resourceHandlerMapping, resourceUrlProvider, responseBodyResultHandler, responseEntityResultHandler, responseStatusExceptionHandler, restTemplateCustomizer, restTemplateDiscoveryClientOptionalArgs, retryGatewayFilterFactory, rewriteLocationResponseHeaderGatewayFilterFactory, rewritePathGatewayFilterFactory, rewriteResponseHeaderGatewayFilterFactory, routeDefinitionLocator, routeDefinitionRouteLocator, routeLocatorBuilder, routePredicateHandlerMapping, routeRefreshListener, routeToRequestUrlFilter, routerFunctionMapping, routingFilter, rpcTracing, saveSessionGatewayFilterFactory, scopedTarget.eurekaApplicationInfoManager, scopedTarget.eurekaClient, scopedTarget.eurekaRegistration, secureHeadersGatewayFilterFactory, secureHeadersProperties, server-org.springframework.boot.autoconfigure.web.ServerProperties, serverCodecConfigurer, serverResponseResultHandler, serviceManagementMetadataProvider, setPathGatewayFilterFactory, setRequestHeaderGatewayFilterFactory, setRequestHostHeaderGatewayFilterFactory, setResponseHeaderGatewayFilterFactory, setStatusGatewayFilterFactory, simpleDiscoveryClient, simpleDiscoveryProperties, simpleHandlerAdapter, simpleReactiveDiscoveryClient, simpleReactiveDiscoveryProperties, sleuthAdvisorConfig, sleuthContextListener, sleuthCurrentTraceContext, sleuthCurrentTraceContextBuilder, sleuthHttpClientSampler, sleuthPropagationWithB3Baggage, sleuthSkipPatternProvider, sleuthTraceSampler, spanCustomizer, spanIgnoringSpanExporter, spelTagValueExpressionResolver, spring.cloud.compatibility-verifier-org.springframework.cloud.configuration.CompatibilityVerifierProperties, spring.cloud.discovery.client.health-indicator-org.springframework.cloud.client.discovery.health.DiscoveryClientHealthIndicatorProperties, spring.cloud.gateway.loadbalancer-org.springframework.cloud.gateway.config.GatewayLoadBalancerProperties, spring.cloud.loadbalancer-org.springframework.cloud.client.loadbalancer.LoadBalancerClientsProperties, spring.cloud.loadbalancer.cache-org.springframework.cloud.loadbalancer.cache.LoadBalancerCacheProperties, spring.cloud.refresh-org.springframework.cloud.autoconfigure.RefreshAutoConfiguration$RefreshProperties, spring.cloud.service-registry.auto-registration-org.springframework.cloud.client.serviceregistry.AutoServiceRegistrationProperties, spring.codec-org.springframework.boot.autoconfigure.codec.CodecProperties, spring.gson-org.springframework.boot.autoconfigure.gson.GsonProperties, spring.info-org.springframework.boot.autoconfigure.info.ProjectInfoProperties, spring.jackson-org.springframework.boot.autoconfigure.jackson.JacksonProperties, spring.jmx-org.springframework.boot.autoconfigure.jmx.JmxProperties, spring.lifecycle-org.springframework.boot.autoconfigure.context.LifecycleProperties, spring.netty-org.springframework.boot.autoconfigure.netty.NettyProperties, spring.reactor.netty-org.springframework.boot.autoconfigure.reactor.netty.ReactorNettyProperties, spring.sleuth-org.springframework.cloud.sleuth.autoconfig.brave.SleuthProperties, spring.sleuth.async-org.springframework.cloud.sleuth.autoconfig.instrument.async.SleuthAsyncProperties, spring.sleuth.baggage-keys, spring.sleuth.baggage-org.springframework.cloud.sleuth.autoconfig.SleuthBaggageProperties, spring.sleuth.circuitbreaker-org.springframework.cloud.sleuth.autoconfig.instrument.circuitbreaker.SleuthCircuitBreakerProperties, spring.sleuth.http-org.springframework.cloud.sleuth.autoconfig.instrument.web.SleuthHttpProperties, spring.sleuth.local-keys, spring.sleuth.log.slf4j.whitelisted-mdc-keys, spring.sleuth.messaging-org.springframework.cloud.sleuth.autoconfig.instrument.messaging.SleuthMessagingProperties, spring.sleuth.propagation-keys, spring.sleuth.propagation-org.springframework.cloud.sleuth.autoconfig.brave.SleuthPropagationProperties, spring.sleuth.reactor-org.springframework.cloud.sleuth.autoconfig.instrument.reactor.SleuthReactorProperties, spring.sleuth.sampler-org.springframework.cloud.sleuth.autoconfig.brave.SamplerProperties, spring.sleuth.scheduled-org.springframework.cloud.sleuth.autoconfig.instrument.scheduling.SleuthSchedulingProperties, spring.sleuth.span-filter-org.springframework.cloud.sleuth.autoconfig.SleuthSpanFilterProperties, spring.sleuth.tracer-org.springframework.cloud.sleuth.autoconfig.SleuthTracerProperties, spring.sleuth.web-org.springframework.cloud.sleuth.autoconfig.instrument.web.SleuthWebProperties, spring.sql.init-org.springframework.boot.autoconfigure.sql.init.SqlInitializationProperties, spring.task.execution-org.springframework.boot.autoconfigure.task.TaskExecutionProperties, spring.task.scheduling-org.springframework.boot.autoconfigure.task.TaskSchedulingProperties, spring.web-org.springframework.boot.autoconfigure.web.WebProperties, spring.webflux-org.springframework.boot.autoconfigure.web.reactive.WebFluxProperties, spring.webflux.multipart-org.springframework.boot.autoconfigure.web.reactive.ReactiveMultipartProperties, springApplicationAdminRegistrar, springBootVersionVerifier, standardGsonBuilderCustomizer, standardJacksonObjectMapperBuilderCustomizer, stringToZonedDateTimeConverter, stripPrefixGatewayFilterFactory, taskExecutorBuilder, taskSchedulerBuilder, tlsProperties, traceAsyncAspect, traceCircuitBreakerFactoryAspect, traceCompositeSpanHandler, traceFeignAspect, traceFeignBuilderBeanPostProcessor, traceFilter, traceHandlerFunctionAdapterBeanPostProcessor, traceHookRegisteringBeanFactoryPostProcessor, traceReactiveCircuitBreakerFactoryAspect, traceRestTemplateBeanPostProcessor, traceRestTemplateCustomizer, traceSchedulingAspect, traceWebClientBeanPostProcessor, tracer, tracing, tracingClientHttpRequestInterceptor, transferEncodingNormalizationHeadersFilter, viewResolutionResultHandler, webClientBuilder, webFluxAdapterRegistry, webFluxContentTypeResolver, webFluxConversionService, webFluxValidator, webFluxWebSocketHandlerAdapter, webHandler, webServerFactoryCustomizerBeanPostProcessor, webSessionIdResolver, webSessionManager, webSocketService, websocketRoutingFilter, weightCalculatorWebFilter, weightRoutePredicateFactory, welcomePageRouterFunctionMapping, xForwardedHeadersFilter, xForwardedRemoteAddrRoutePredicateFactory, xForwarderHeadersTransformer, zoneConfig]
2023-06-16 21:59:25.697 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'propertySourcesPlaceholderConfigurer'
2023-06-16 21:59:25.701 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.sql.init.dependency.DatabaseInitializationDependencyConfigurer$DependsOnDatabaseInitializationPostProcessor'
2023-06-16 21:59:25.706 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerProcessor'
2023-06-16 21:59:25.706 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'traceHookRegisteringBeanFactoryPostProcessor'
2023-06-16 21:59:25.707 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.sleuth.autoconfig.instrument.reactor.TraceReactorAutoConfiguration$TraceReactorConfiguration'
2023-06-16 21:59:25.709 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.event.internalEventListenerFactory'
2023-06-16 21:59:25.713 [gateway-service,,] [main] DEBUG reactor.util.Loggers - Using Slf4j logging framework
2023-06-16 21:59:25.713 [gateway-service,,] [main] DEBUG reactor.core.publisher.Hooks - Hooking onLastOperator: org.springframework.cloud.sleuth.autoconfig.instrument.reactor.TraceReactorAutoConfiguration$TraceReactorConfiguration
2023-06-16 21:59:25.716 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalAutowiredAnnotationProcessor'
2023-06-16 21:59:25.716 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalCommonAnnotationProcessor'
2023-06-16 21:59:25.719 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.properties.ConfigurationPropertiesBindingPostProcessor'
2023-06-16 21:59:25.719 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinder'
2023-06-16 21:59:25.719 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.internalConfigurationPropertiesBinderFactory'
2023-06-16 21:59:25.720 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'methodValidationPostProcessor'
2023-06-16 21:59:25.728 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Autowiring by type from bean name 'methodValidationPostProcessor' via factory method to bean named 'environment'
2023-06-16 21:59:25.729 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.boot.context.properties.EnableConfigurationPropertiesRegistrar.methodValidationExcludeFilter'
2023-06-16 21:59:25.736 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.aop.config.internalAutoProxyCreator'
2023-06-16 21:59:25.756 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'webServerFactoryCustomizerBeanPostProcessor'
2023-06-16 21:59:25.757 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'configurationPropertiesBeans'
2023-06-16 21:59:25.758 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'sleuthAdvisorConfig'
2023-06-16 21:59:25.758 [gateway-service,,] [main] DEBUG o.s.b.factory.support.DefaultListableBeanFactory - Creating shared instance of singleton bean 'org.springframework.cloud.sleuth.autoconfig.SleuthAnnotationConfiguration'
2023-06-16 21:59:25.791 [gateway-service,,] [main] DEBUG o.s.a.a.annotation.ReflectiveAspectJAdvisorFactory - Found AspectJ method: public java.lang.Object org.springframework.cloud.sleuth.instrument.web.client.feign.TraceFeignAspect.feignClientWasCalled(org.aspectj.lang.ProceedingJoinPoint) throws java.lang.Throwable
2023-06-16 21:59:25.794 [gateway-service,,] [main] DEBUG o.s.a.a.annotation.ReflectiveAspectJAdvisorFactory - Found AspectJ method: public java.lang.Object org.springframework.cloud.sleuth.instrument.async.TraceAsyncAspect.traceBackgroundThread(org.aspectj.lang.ProceedingJoinPoint) throws java.lang.Throwable
2023-06-16 21:59:25.794 [gateway-service,,] [main] DEBUG o.s.a.a.annotation.ReflectiveAspectJAdvisorFactory - Found AspectJ method: public java.lang.Object org.springframework.cloud.sleuth.instrument.circuitbreaker.TraceCircuitBreakerFactoryAspect.wrapFactory(org.aspectj.lang.ProceedingJoinPoint) throws java.lang.Throwable
2023-06-16 21:59:25.794 [gateway-service,,] [main] DEBUG o.s.a.a.annotation.ReflectiveAspectJAdvisorFactory - Found AspectJ method: public java.lang.Object org.springframework.cloud.sleuth.instrument.circuitbreaker.TraceReactiveCircuitBreakerFactoryAspect.wrapFactory(org.aspectj.lang.ProceedingJoinPoint) throws java.lang.Throwable
